,Year,Month,Day,DateTime,ResolutionCode,AreaCode,AreaTypeCode,AreaName,MapCode,Price,Currency,UpdateTime
1393,2020,1,1,2020-01-01 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,17.870153031349183,EUR,2019-12-31 14:32:45
1687,2020,1,1,2020-01-01 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,17.609339051246643,EUR,2019-12-31 14:32:45
1382,2020,1,1,2020-01-01 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,17.295350556373595,EUR,2019-12-31 14:32:45
1377,2020,1,1,2020-01-01 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,16.94210485458374,EUR,2019-12-31 14:32:45
1397,2020,1,1,2020-01-01 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,16.56364522457123,EUR,2019-12-31 14:32:45
1688,2020,1,1,2020-01-01 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,16.172381029129028,EUR,2019-12-31 14:32:45
1384,2020,1,1,2020-01-01 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,15.778892583847046,EUR,2019-12-31 14:32:45
1380,2020,1,1,2020-01-01 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,15.402849864959716,EUR,2019-12-31 14:32:45
1399,2020,1,1,2020-01-01 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,15.088250041007996,EUR,2019-12-31 14:32:45
1689,2020,1,1,2020-01-01 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.873554973602294,EUR,2019-12-31 14:32:45
1390,2020,1,1,2020-01-01 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.771281471252442,EUR,2019-12-31 14:32:45
1383,2020,1,1,2020-01-01 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.75606616973877,EUR,2019-12-31 14:32:45
1400,2020,1,1,2020-01-01 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.768084034919738,EUR,2019-12-31 14:32:45
1690,2020,1,1,2020-01-01 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.736861791610718,EUR,2019-12-31 14:32:45
1394,2020,1,1,2020-01-01 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.619747195243836,EUR,2019-12-31 14:32:45
1386,2020,1,1,2020-01-01 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.404984202384949,EUR,2019-12-31 14:32:45
1401,2020,1,1,2020-01-01 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.111106581687928,EUR,2019-12-31 14:32:45
1691,2020,1,1,2020-01-01 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.787982730865478,EUR,2019-12-31 14:32:45
1396,2020,1,1,2020-01-01 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.469217224121094,EUR,2019-12-31 14:32:45
1387,2020,1,1,2020-01-01 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.176473340988158,EUR,2019-12-31 14:32:45
1402,2020,1,1,2020-01-01 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.91216058254242,EUR,2019-12-31 14:32:45
1692,2020,1,1,2020-01-01 21:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.663195271492004,EUR,2019-12-31 14:32:45
1702,2020,1,1,2020-01-01 22:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.424554629325867,EUR,2020-01-01 14:32:40
1436,2020,1,1,2020-01-01 23:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.19855182647705,EUR,2020-01-01 14:32:40
1430,2020,1,2,2020-01-02 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.89805603981018,EUR,2020-01-01 14:32:40
1445,2020,1,2,2020-01-02 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.73808048248291,EUR,2020-01-01 14:32:40
1703,2020,1,2,2020-01-02 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.61282841682434,EUR,2020-01-01 14:32:40
1458,2020,1,2,2020-01-02 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.520502905845643,EUR,2020-01-01 14:32:40
1435,2020,1,2,2020-01-02 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.459437923431397,EUR,2020-01-01 14:32:40
1447,2020,1,2,2020-01-02 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.431558847427368,EUR,2020-01-01 14:32:40
1704,2020,1,2,2020-01-02 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.439725956916808,EUR,2020-01-01 14:32:40
1461,2020,1,2,2020-01-02 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.50772551059723,EUR,2020-01-01 14:32:40
1440,2020,1,2,2020-01-02 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.665881900787353,EUR,2020-01-01 14:32:40
1449,2020,1,2,2020-01-02 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,10.926051206588745,EUR,2020-01-01 14:32:40
1705,2020,1,2,2020-01-02 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,11.276062421798706,EUR,2020-01-01 14:32:40
1464,2020,1,2,2020-01-02 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,11.692455329895019,EUR,2020-01-01 14:32:40
1456,2020,1,2,2020-01-02 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.132750587463379,EUR,2020-01-01 14:32:40
1451,2020,1,2,2020-01-02 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.541838421821595,EUR,2020-01-01 14:32:40
1706,2020,1,2,2020-01-02 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,12.888881912231446,EUR,2020-01-01 14:32:40
1471,2020,1,2,2020-01-02 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.16012677192688,EUR,2020-01-01 14:32:40
1460,2020,1,2,2020-01-02 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.36509244441986,EUR,2020-01-01 14:32:40
1453,2020,1,2,2020-01-02 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.537610745429992,EUR,2020-01-01 14:32:40
1720,2020,1,2,2020-01-02 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.693665151596068,EUR,2020-01-01 14:32:40
1510,2020,1,2,2020-01-02 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.83787459373474,EUR,2020-01-01 14:32:40
1511,2020,1,2,2020-01-02 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,13.96293770313263,EUR,2020-01-01 14:32:40
1517,2020,1,2,2020-01-02 21:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.046507005691527,EUR,2020-01-01 14:32:40
3051,2020,1,2,2020-01-02 22:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.079387865066527,EUR,2020-01-02 14:32:34
2658,2020,1,2,2020-01-02 23:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,14.036938161849976,EUR,2020-01-02 14:32:34
2675,2020,1,3,2020-01-03 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.806654654443264,EUR,2020-01-02 14:32:35
2694,2020,1,3,2020-01-03 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.66809853076935,EUR,2020-01-02 14:32:35
3053,2020,1,3,2020-01-03 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.511372226476674,EUR,2020-01-02 14:32:35
2662,2020,1,3,2020-01-03 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.351597167253495,EUR,2020-01-02 14:32:35
2678,2020,1,3,2020-01-03 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.2022924605012,EUR,2020-01-02 14:32:35
2696,2020,1,3,2020-01-03 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.08326866924763,EUR,2020-01-02 14:32:35
3055,2020,1,3,2020-01-03 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.020552590191365,EUR,2020-01-02 14:32:35
2664,2020,1,3,2020-01-03 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.0463573461771,EUR,2020-01-02 14:32:35
2689,2020,1,3,2020-01-03 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.187693057060244,EUR,2020-01-02 14:32:35
2698,2020,1,3,2020-01-03 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.44236197292805,EUR,2020-01-02 14:32:35
3056,2020,1,3,2020-01-03 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.786608456373216,EUR,2020-01-02 14:32:35
2666,2020,1,3,2020-01-03 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.18739556819201,EUR,2020-01-02 14:32:35
2700,2020,1,3,2020-01-03 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.60575742900372,EUR,2020-01-02 14:32:35
2710,2020,1,3,2020-01-03 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.99902778297663,EUR,2020-01-02 14:32:35
3059,2020,1,3,2020-01-03 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.343752786815166,EUR,2020-01-02 14:32:35
2669,2020,1,3,2020-01-03 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.624807389676576,EUR,2020-01-02 14:32:35
2701,2020,1,3,2020-01-03 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.848088811635975,EUR,2020-01-02 14:32:35
2730,2020,1,3,2020-01-03 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.03822907119989,EUR,2020-01-02 14:32:35
3060,2020,1,3,2020-01-03 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.20928561121226,EUR,2020-01-02 14:32:35
2671,2020,1,3,2020-01-03 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.36298944294453,EUR,2020-01-02 14:32:35
2703,2020,1,3,2020-01-03 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.491812026798726,EUR,2020-01-02 14:32:35
2733,2020,1,3,2020-01-03 21:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.58306350946427,EUR,2020-01-02 14:32:35
3716,2020,1,3,2020-01-03 22:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.628624451160434,EUR,2020-01-03 14:47:03
3871,2020,1,3,2020-01-03 23:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.60412384450436,EUR,2020-01-03 14:47:03
3724,2020,1,4,2020-01-04 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,40.12877901017666,EUR,2020-01-03 14:47:04
3732,2020,1,4,2020-01-04 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.95819830626249,EUR,2020-01-03 14:47:04
3719,2020,1,4,2020-01-04 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.75175122857094,EUR,2020-01-03 14:47:04
3872,2020,1,4,2020-01-04 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.526892416775226,EUR,2020-01-03 14:47:04
3727,2020,1,4,2020-01-04 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.29748987317085,EUR,2020-01-03 14:47:04
3733,2020,1,4,2020-01-04 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.077099968791,EUR,2020-01-03 14:47:04
3721,2020,1,4,2020-01-04 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.88293724745512,EUR,2020-01-03 14:47:04
3873,2020,1,4,2020-01-04 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.74169757246971,EUR,2020-01-03 14:47:04
3729,2020,1,4,2020-01-04 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.681989351511,EUR,2020-01-03 14:47:04
3734,2020,1,4,2020-01-04 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.71250537008047,EUR,2020-01-03 14:47:04
3723,2020,1,4,2020-01-04 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.82048436909914,EUR,2020-01-03 14:47:04
3874,2020,1,4,2020-01-04 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.982841790020466,EUR,2020-01-03 14:47:04
3731,2020,1,4,2020-01-04 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.167704908251764,EUR,2020-01-03 14:47:04
3735,2020,1,4,2020-01-04 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.33600634604692,EUR,2020-01-03 14:47:04
3726,2020,1,4,2020-01-04 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.46469196796417,EUR,2020-01-03 14:47:04
3875,2020,1,4,2020-01-04 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.54365308076143,EUR,2020-01-03 14:47:04
3736,2020,1,4,2020-01-04 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.57746383935213,EUR,2020-01-03 14:47:04
3738,2020,1,4,2020-01-04 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.586017665266986,EUR,2020-01-03 14:47:04
3743,2020,1,4,2020-01-04 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.58117874711752,EUR,2020-01-03 14:47:04
3876,2020,1,4,2020-01-04 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.56664472550153,EUR,2020-01-03 14:47:04
3739,2020,1,4,2020-01-04 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.53663521051407,EUR,2020-01-03 14:47:04
3741,2020,1,4,2020-01-04 21:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.48350578039884,EUR,2020-01-03 14:47:04
4730,2020,1,4,2020-01-04 22:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.40168736249208,EUR,2020-01-04 15:19:33
5059,2020,1,4,2020-01-04 23:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,39.28856603652239,EUR,2020-01-04 15:19:33
4717,2020,1,5,2020-01-05 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.536404106020925,EUR,2020-01-04 15:19:33
4801,2020,1,5,2020-01-05 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.36652066677809,EUR,2020-01-04 15:19:33
4758,2020,1,5,2020-01-05 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,38.18179486364126,EUR,2020-01-04 15:19:33
5060,2020,1,5,2020-01-05 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.984061127603056,EUR,2020-01-04 15:19:33
4721,2020,1,5,2020-01-05 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.77872325986624,EUR,2020-01-04 15:19:33
4802,2020,1,5,2020-01-05 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.57728448301554,EUR,2020-01-04 15:19:33
4763,2020,1,5,2020-01-05 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.39137464553118,EUR,2020-01-04 15:19:33
5061,2020,1,5,2020-01-05 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.23685816317796,EUR,2020-01-04 15:19:33
4724,2020,1,5,2020-01-05 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.13370985984802,EUR,2020-01-04 15:19:33
4805,2020,1,5,2020-01-05 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.09523367702961,EUR,2020-01-04 15:19:33
4777,2020,1,5,2020-01-05 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.12182840406894,EUR,2020-01-04 15:19:33
5062,2020,1,5,2020-01-05 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.197927278280254,EUR,2020-01-04 15:19:33
4728,2020,1,5,2020-01-05 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.29888676255941,EUR,2020-01-04 15:19:33
4807,2020,1,5,2020-01-05 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.389997383356096,EUR,2020-01-04 15:19:33
4781,2020,1,5,2020-01-05 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.460892262160776,EUR,2020-01-04 15:19:33
5063,2020,1,5,2020-01-05 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.5087617841363,EUR,2020-01-04 15:19:33
4731,2020,1,5,2020-01-05 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.540589285194876,EUR,2020-01-04 15:19:33
4810,2020,1,5,2020-01-05 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.5802371686697,EUR,2020-01-04 15:19:33
4784,2020,1,5,2020-01-05 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.63658486992121,EUR,2020-01-04 15:19:33
5064,2020,1,5,2020-01-05 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.70817865788936,EUR,2020-01-04 15:19:33
4734,2020,1,5,2020-01-05 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.782742398679254,EUR,2020-01-04 15:19:33
4812,2020,1,5,2020-01-05 21:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.8428198081255,EUR,2020-01-04 15:19:33
5912,2020,1,5,2020-01-05 22:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.876899441182616,EUR,2020-01-05 14:32:48
6152,2020,1,5,2020-01-05 23:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,37.86362592279911,EUR,2020-01-05 14:32:48
5857,2020,1,6,2020-01-06 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.88651099771261,EUR,2020-01-05 14:32:48
5853,2020,1,6,2020-01-06 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.77802259862423,EUR,2020-01-05 14:32:48
5914,2020,1,6,2020-01-06 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.6476204764843,EUR,2020-01-05 14:32:48
6164,2020,1,6,2020-01-06 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.50853280827403,EUR,2020-01-05 14:32:48
5859,2020,1,6,2020-01-06 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.37241484031081,EUR,2020-01-05 14:32:48
5855,2020,1,6,2020-01-06 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.250523891597986,EUR,2020-01-05 14:32:48
5916,2020,1,6,2020-01-06 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.150050374567506,EUR,2020-01-05 14:32:48
6167,2020,1,6,2020-01-06 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.086716442108155,EUR,2020-01-05 14:32:48
5861,2020,1,6,2020-01-06 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.08428953260184,EUR,2020-01-05 14:32:48
5858,2020,1,6,2020-01-06 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.162573013007645,EUR,2020-01-05 14:32:48
5917,2020,1,6,2020-01-06 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.32643679827452,EUR,2020-01-05 14:32:48
6169,2020,1,6,2020-01-06 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.56317046403885,EUR,2020-01-05 14:32:48
5863,2020,1,6,2020-01-06 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.83981758072972,EUR,2020-01-05 14:32:48
5860,2020,1,6,2020-01-06 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.110945579707625,EUR,2020-01-05 14:32:48
5918,2020,1,6,2020-01-06 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.35867634683847,EUR,2020-01-05 14:32:48
6172,2020,1,6,2020-01-06 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.57047025352716,EUR,2020-01-05 14:32:48
5864,2020,1,6,2020-01-06 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.74557257920504,EUR,2020-01-05 14:32:48
5862,2020,1,6,2020-01-06 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.90472025513649,EUR,2020-01-05 14:32:48
5920,2020,1,6,2020-01-06 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.06048867866397,EUR,2020-01-05 14:32:48
6175,2020,1,6,2020-01-06 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.21370410785079,EUR,2020-01-05 14:32:48
5866,2020,1,6,2020-01-06 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.354376331567764,EUR,2020-01-05 14:32:48
5865,2020,1,6,2020-01-06 21:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.46743061125279,EUR,2020-01-05 14:32:48
6899,2020,1,6,2020-01-06 22:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.53931238010526,EUR,2020-01-06 15:24:03
6997,2020,1,6,2020-01-06 23:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.556381226331,EUR,2020-01-06 15:24:03
6835,2020,1,7,2020-01-07 00:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.67194974809885,EUR,2020-01-06 15:24:03
6864,2020,1,7,2020-01-07 01:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.60533768758177,EUR,2020-01-06 15:24:03
6901,2020,1,7,2020-01-07 02:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.52400498494506,EUR,2020-01-06 15:24:03
6998,2020,1,7,2020-01-07 03:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.4365337510407,EUR,2020-01-06 15:24:03
6840,2020,1,7,2020-01-07 04:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.35065671980381,EUR,2020-01-06 15:24:03
6866,2020,1,7,2020-01-07 05:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.27988935828209,EUR,2020-01-06 15:24:03
6903,2020,1,7,2020-01-07 06:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.248624507188794,EUR,2020-01-06 15:24:03
6999,2020,1,7,2020-01-07 07:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.27948493167758,EUR,2020-01-06 15:24:03
6844,2020,1,7,2020-01-07 08:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.39896179005503,EUR,2020-01-06 15:24:03
6869,2020,1,7,2020-01-07 09:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.61314660608768,EUR,2020-01-06 15:24:03
6904,2020,1,7,2020-01-07 10:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,32.904431018233296,EUR,2020-01-06 15:24:03
7000,2020,1,7,2020-01-07 11:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.24704113781452,EUR,2020-01-06 15:24:03
6847,2020,1,7,2020-01-07 12:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.609507063776256,EUR,2020-01-06 15:24:03
6871,2020,1,7,2020-01-07 13:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,33.95718832015991,EUR,2020-01-06 15:24:03
6906,2020,1,7,2020-01-07 14:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.271337018758054,EUR,2020-01-06 15:24:03
7001,2020,1,7,2020-01-07 15:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.53443962350487,EUR,2020-01-06 15:24:03
6853,2020,1,7,2020-01-07 16:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.743289898633954,EUR,2020-01-06 15:24:03
6872,2020,1,7,2020-01-07 17:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,34.91817887514829,EUR,2020-01-06 15:24:03
6908,2020,1,7,2020-01-07 18:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.07087544828653,EUR,2020-01-06 15:24:03
7002,2020,1,7,2020-01-07 19:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.20477388381958,EUR,2020-01-06 15:24:03
6856,2020,1,7,2020-01-07 20:00:00.000,PT60M,10YGR-HTSO-----Y,BZN,IPTO BZ,GR,35.30979998797178,EUR,2020-01-06 15:24:03
