,Year,Month,Day,StartTS,EndTS,TimeZone,MRID,Status,Type,areacode,AreaTypeCode,AreaName,MapCode,PowerResourceEIC,UnitName,ProductionType,InstalledGenCapacity,UnavailabilityValue,Version,Reason,UpdateTime,startMins,endMins
3465881,2015,2,25,2015-02-25 12:00:00.000,2015-03-05 18:30:00.000,CET,mIJCUKKpmgWQpPGxLnOYBQ,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,6,Failure,2018-10-02 11:45:07,79920.0,91830.0
5276108,2015,3,16,2015-03-16 14:39:00.000,2015-03-18 13:30:00.000,CET,RJfVIaDB-2lVHX4Kkiwodw,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,4,Failure,2018-10-02 11:45:56,107439.0,110250.0
5719592,2015,4,28,2015-04-28 09:50:00.000,2015-04-28 14:25:00.000,CET,SeMZLwBCpz12LOjwVNgvqw,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Failure,2018-10-02 11:50:08,169070.0,169345.0
4772973,2015,5,11,2015-05-11 00:00:00.000,2015-07-02 16:00:00.000,CET,13ZAKjmB1C7Ou5ddAmCLnQ,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,3,Foreseen Maintenance,2018-10-02 11:59:55,187200.0,263040.0
4736046,2015,5,19,2015-05-19 12:00:00.000,2015-05-19 20:00:00.000,CET,g6x-9pdwzsI9rGXmCQp5GA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Foreseen Maintenance,2018-10-02 11:52:05,199440.0,199920.0
4735883,2015,5,20,2015-05-20 08:00:00.000,2015-05-20 12:00:00.000,CET,OpuNCUi5JNTTwLiFG28rVA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,1,Foreseen Maintenance,2018-10-02 11:52:02,200640.0,200880.0
442742,2015,7,6,2015-07-06 20:30:00.000,2015-07-09 10:00:00.000,CET,8yGN7pEagY9smVtAJpdeVg,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000150W,Öresundsverket CHP G1,Fossil Gas ,294.0,110,1,Failure,2018-10-02 12:01:36,269070.0,272760.0
442743,2015,7,6,2015-07-06 20:30:00.000,2015-07-09 10:00:00.000,CET,kpabitcz7B7P_ixOE35T2Q,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000151U,Öresundsverket CHP G2,Fossil Gas ,154.0,0,1,Failure,2018-10-02 12:01:36,269070.0,272760.0
502621,2015,7,24,2015-07-24 15:00:00.000,2015-08-31 13:00:00.000,CET,gz_UgwdrrBx-GLS1h9zVBA,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000150W,Öresundsverket CHP G1,Fossil Gas ,294.0,110,5,Failure,2018-10-02 12:16:14,294660.0,349260.0
502622,2015,7,24,2015-07-24 15:00:00.000,2015-08-31 13:00:00.000,CET,f_t5_Y4sCB_AiawzFjAKwA,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000151U,Öresundsverket CHP G2,Fossil Gas ,154.0,0,5,Failure,2018-10-02 12:16:14,294660.0,349260.0
2760043,2015,9,7,2015-09-07 00:00:00.000,2015-11-04 23:59:00.000,CET,5jtufkpgHAiWhsT3qfPKUQ,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,2,Foreseen Maintenance,2018-10-02 12:20:59,358560.0,443519.0
2746508,2015,9,9,2015-09-09 09:15:00.000,2015-09-09 22:10:00.000,CET,xhZWPsInF6m5kd2RTBa1nw,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,4,Failure,2018-10-02 12:18:13,361995.0,362770.0
2732106,2015,9,23,2015-09-23 06:00:00.000,2015-09-24 17:00:00.000,CET,s0L1CqK0JCZRk06cChl2YA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,1,Foreseen Maintenance,2018-10-02 11:53:20,381960.0,384060.0
2761501,2015,9,24,2015-09-24 07:00:00.000,2015-09-24 18:30:00.000,CET,y6C4UwlBRXgwBmyiJGYRDw,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Failure,2018-10-02 12:21:17,383460.0,384150.0
961367,2015,10,5,2015-10-05 00:00:00.000,2015-10-22 23:59:00.000,CET,SAPXacI15oo8-ZtGr4gG2Q,Withdrawn,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000017Y,Karlshamn G1,Fossil Oil ,0.0,0,2,Foreseen Maintenance,2018-10-02 11:42:10,398880.0,424799.0
5184218,2015,11,5,2015-11-05 09:00:00.000,2015-11-05 17:00:00.000,CET,kNwsa1Y_xJr69-1WVyrwdA,Withdrawn,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,2,Foreseen Maintenance,2018-10-02 12:20:59,444060.0,444540.0
4640360,2016,1,6,2016-01-06 15:03:00.000,2016-01-06 17:00:00.000,CET,Alb-z4G6CkTYY9dI_g_5og,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,1,Failure,2018-10-02 12:52:50,533703.0,533820.0
4659160,2016,1,14,2016-01-14 08:15:00.000,2016-01-14 09:15:00.000,CET,xxlUZJpdFsxRJcTDaA0pvw,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,35,1,Failure,2018-10-02 12:54:09,544815.0,544875.0
4980485,2016,2,10,2016-02-10 16:52:00.000,2016-02-11 12:00:00.000,CET,n_kA6Q-XvidUW5Va_x8yBw,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Failure,2018-10-02 12:57:28,584212.0,585360.0
397642,2016,5,23,2016-05-23 00:00:00.000,2016-06-27 23:59:00.000,CET,zo7EzyoTDrQS7B9Y0u_LMA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,3,Foreseen Maintenance,2018-10-02 13:21:36,731520.0,783359.0
4159287,2016,6,7,2016-06-07 06:00:00.000,2016-06-10 14:30:00.000,CET,mY6NfXLJ3Aa2_WcM6SOkYA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Foreseen Maintenance,2018-10-02 13:19:22,753480.0,758310.0
3845322,2016,9,12,2016-09-12 00:00:00.000,2016-09-29 23:59:00.000,CET,1OctPjU2_hrw9l16jwBUXA,Withdrawn,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000017Y,Karlshamn G1,Fossil Oil ,0.0,0,1,Foreseen Maintenance,2018-10-02 11:42:10,892800.0,918719.0
3854035,2016,9,19,2016-09-19 09:00:00.000,2016-09-25 15:00:00.000,CET,VqctFXuK0FNu4IQZSlYgAA,Withdrawn,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,2,Foreseen Maintenance,2018-10-02 13:24:00,903420.0,912420.0
3854036,2016,9,19,2016-09-19 09:00:00.000,2016-09-25 15:00:00.000,CET,OsAK66hQZe6kMlvR5j6cmQ,Withdrawn,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,2,Foreseen Maintenance,2018-10-02 13:24:00,903420.0,912420.0
2208905,2016,10,4,2016-10-04 13:30:00.000,2016-11-11 14:00:00.000,CET,0q8XszuBrrlC0JvNG_cK9g,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,9,Failure,2018-10-02 13:57:19,925290.0,980040.0
2144317,2016,10,18,2016-10-18 08:00:00.000,2016-10-19 22:00:00.000,CET,ce--IZfHPrn-znBZAvIm_Q,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Foreseen Maintenance,2018-10-02 13:46:31,945120.0,947400.0
2340805,2016,11,13,2016-11-13 18:03:00.000,2016-11-13 23:59:00.000,CET,YApuEfnR-tJs8KNhPoO09w,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,2,Failure,2018-10-02 13:58:28,983163.0,983519.0
2052839,2017,1,30,2017-01-30 10:00:00.000,2017-02-02 15:30:00.000,CET,1t9PFHvJKKFnajRdO1dEBQ,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,4,Complementary Information,2018-10-02 14:22:31,1095000.0,1099650.0
1391650,2017,5,2,2017-05-02 00:00:00.000,2017-05-30 23:59:00.000,CET,Les92i7aytzHx6w4HmAQvw,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,1,Complementary Information,2018-10-02 14:54:44,1226880.0,1268639.0
5497767,2017,9,5,2017-09-05 08:00:00.000,2017-09-05 09:30:00.000,CET,WuPsc9TtJ_vy0hFJ59awTg,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,2,Complementary Information,2018-10-02 15:28:12,1408800.0,1408890.0
5522778,2017,9,21,2017-09-21 09:00:00.000,2017-09-21 15:00:00.000,CET,f94_-YpYKNSqR-jXglinLQ,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,1,Complementary Information,2018-10-02 15:33:03,1431900.0,1432260.0
5479491,2017,9,25,2017-09-25 07:00:00.000,2017-09-28 17:00:00.000,CET,i4UCvbB5sA5gfxe6_Tm2xA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,1,Foreseen Maintenance,2018-10-02 14:05:59,1437540.0,1442460.0
5479492,2017,9,25,2017-09-25 07:00:00.000,2017-09-28 17:00:00.000,CET,B2WP_wTwoDWih2F9KUOAtA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000018W,Karlshamn G2,Fossil Oil ,335.0,0,1,Foreseen Maintenance,2018-10-02 14:05:59,1437540.0,1442460.0
5542260,2017,9,29,2017-09-29 16:00:00.000,2017-10-05 18:00:00.000,CET,IXZgEo6pLPIk8dAGU3H1qQ,Active,Forced,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU0000000019U,Karlshamn G3,Fossil Oil ,335.0,0,4,Complementary Information,2018-10-02 15:37:59,1443840.0,1452600.0
3376828,2017,10,23,2017-10-23 07:00:00.000,2017-12-08 11:00:00.000,CET,be9JZsNFFkpYEOLsadgAtA,Active,Planned,10Y1001A1001A47J,BZN,SE4 BZ,SE4,46WGU00000000135,Gasturbiner Halmstad G12,Fossil Oil ,172.0,0,4,Complementary Information,2018-10-02 15:58:40,1477860.0,1544340.0
