Unnamed: 0,Year,Month,Day,DateTime,ResolutionCode,areacode,AreaTypeCode,AreaName,MapCode,RegisterItemTypeName,LoadUpPrice,LoadDownPrice,GenerationUpPrice,GenerationDownPrice,NotSpecifiedUpPrice,NotSpecifiedDownPrice,PriceType,Currency,UpdateTime
83251,2019,5,14,2019-05-14 22:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,37.1,37.1,AVERAGE,EUR,2019-05-15 15:16:01
83252,2019,5,14,2019-05-14 23:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,38.92,38.92,AVERAGE,EUR,2019-05-15 15:16:01
83253,2019,5,15,2019-05-15 00:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,39.04,39.04,AVERAGE,EUR,2019-05-15 15:16:01
83254,2019,5,15,2019-05-15 01:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,41.0,39.11,AVERAGE,EUR,2019-05-15 15:16:01
83255,2019,5,15,2019-05-15 02:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,41.0,34.99,AVERAGE,EUR,2019-05-15 15:16:01
83256,2019,5,15,2019-05-15 03:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,41.69,40.69,AVERAGE,EUR,2019-05-15 15:16:01
83257,2019,5,15,2019-05-15 04:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,42.91,42.91,AVERAGE,EUR,2019-05-15 15:16:01
83258,2019,5,15,2019-05-15 05:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,46.71,46.71,AVERAGE,EUR,2019-05-15 15:16:01
83259,2019,5,15,2019-05-15 06:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,48.12,48.12,AVERAGE,EUR,2019-05-15 15:16:01
83260,2019,5,15,2019-05-15 07:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,46.62,40.5,AVERAGE,EUR,2019-05-15 15:16:01
83261,2019,5,15,2019-05-15 08:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,46.31,40.5,AVERAGE,EUR,2019-05-15 15:16:01
83262,2019,5,15,2019-05-15 09:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,46.23,41.0,AVERAGE,EUR,2019-05-15 15:16:01
83282,2019,5,15,2019-05-15 10:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,46.2,41.0,AVERAGE,EUR,2019-05-15 15:16:01
83283,2019,5,15,2019-05-15 11:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,44.98,44.98,AVERAGE,EUR,2019-05-15 15:16:01
56299,2019,5,15,2019-05-15 12:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,43.68,38.5,AVERAGE,EUR,2019-05-15 17:45:55
56300,2019,5,15,2019-05-15 13:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,42.49,38.5,AVERAGE,EUR,2019-05-15 18:45:57
56301,2019,5,15,2019-05-15 14:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,42.15,37.15,AVERAGE,EUR,2019-05-15 19:45:57
56575,2019,5,15,2019-05-15 15:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,42.46,37.23,AVERAGE,EUR,2019-05-15 20:46:00
56682,2019,5,15,2019-05-15 16:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,43.06,37.12,AVERAGE,EUR,2019-05-15 22:45:54
56792,2019,5,15,2019-05-15 17:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,43.16,38.5,AVERAGE,EUR,2019-05-15 22:45:54
62538,2019,5,15,2019-05-15 18:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,42.95,38.5,AVERAGE,EUR,2019-05-15 22:45:54
62539,2019,5,15,2019-05-15 19:00:00.000,PT60M,10Y1001A1001A44P,MBA,SE1 MBA,SE1,Automatic Frequency Restoration Reserve (aFRR),,,,,42.45,36.8,AVERAGE,EUR,2019-05-15 23:45:56
